exp_num,experiment_id,status,hypothesis,prior,prior_label,posterior,posterior_label,surprise,surprise_label,is_surprising,parent_id,n_children,runtime_s,created_at,objective,analysis_snippet,folder
46,node_4_15,SUCCEEDED,"The 'Black Box' Procurement Risk: Commercially procured AI systems in government are significantly less likely to have documented 'Disparity Mitigation' strategies compared to Custom-developed systems, due to proprietary vendor limitations.",0.7581,Likely True,0.4176,Maybe False,-0.4086,Strong Negative (hypothesis contradicted),True,node_3_11,2,270.5,2026-02-22T03:11:56.559794+00:00,Compare the presence of bias/disparity mitigation documentation between Commercial and Custom AI systems in the EO 13960 inventory.,"The experiment successfully tested the 'Black Box Procurement Risk' hypothesis using the EO 13960 dataset. After correcting the column mapping (using `22_dev_method` for procurement source), the code ",EXP_046_node_4_15
47,node_4_16,SUCCEEDED,"Vendor Transparency Gap: AI systems procured from commercial vendors are significantly less likely to grant agencies 'Code Access' compared to systems developed in-house, creating a 'black box' governance risk that correlates with lower explainability.",0.9839,Definitely True,0.9945,Definitely True,0.0128,Neutral (no significant belief shift),False,node_3_14,1,250.6,2026-02-22T03:16:28.944883+00:00,Quantify the transparency trade-off inherent in commercial AI procurement within the federal government.,"The experiment successfully tested the 'Vendor Transparency Gap' hypothesis using the EO 13960 dataset. 

1. **Data Processing**: 
   - The '22_dev_method' column was used to categorize systems into *",EXP_047_node_4_16
48,node_3_21,SUCCEEDED,"The 'Paper Tiger' Assessment: Among agencies that conduct AI Impact Assessments, the identification of 'Adverse Impacts' is uncorrelated with the implementation of 'Disparity Mitigation' controls, suggesting assessments are often compliance formalities without operational follow-through.",0.7419,Likely True,0.9066,Definitely True,0.1976,Mild Positive (hypothesis somewhat supported),True,node_2_7,3,201.5,2026-02-22T03:16:28.945891+00:00,Test the operational efficacy of Impact Assessments.,The experiment executed successfully. The code filtered the dataset for agencies performing Impact Assessments (n=61). The resulting contingency table revealed a lack of variation in the dependent var,EXP_048_node_3_21
49,node_3_22,SUCCEEDED,"Regulatory Safety Buffers: Highly regulated sectors (Healthcare, Transportation) report a significantly higher ratio of 'Near-Misses' to 'Actual Harms' compared to unregulated sectors (Entertainment, Retail), indicating the presence of effective fail-safe mechanisms.",0.75,Likely True,0.4203,Maybe False,-0.3956,Strong Negative (hypothesis contradicted),True,node_2_1,2,236.9,2026-02-22T03:20:41.562021+00:00,Analyze the ratio of near-misses to definitive harms across sectors with varying regulatory oversight.,"The experiment successfully loaded the dataset and executed the analysis pipeline. 1,366 AIID incidents were processed, identifying 126 'Near-Misses' and 1,236 'Actual Harms'. The sector grouping and ",EXP_049_node_3_22
50,node_4_17,SUCCEEDED,"The 'Public-Allocative Bias': Incidents attributed to Public Sector deployers are significantly more likely to cause 'Allocative Harms' (e.g., discrimination, denial of benefits) compared to Private Sector incidents, which skew towards 'Quality of Service' or 'Physical' harms.",0.7903,Likely True,0.4341,Maybe False,-0.4275,Strong Negative (hypothesis contradicted),True,node_3_15,2,390.9,2026-02-22T03:20:41.563561+00:00,Analyze the relationship between deployer sector and harm type.,"The experiment tested the 'Public-Allocative Bias' hypothesis, which posited that Public sector AI incidents are disproportionately associated with Allocative harms (discrimination, rights violations)",EXP_050_node_4_17
51,node_4_18,SUCCEEDED,"Architectural Complexity of NIST Functions: Governance requirements mapped to the NIST 'PROTECT' function require a significantly higher density of architectural controls than those mapped to 'GOVERN' or 'MAP', reflecting a 'Technical Implementability Gap'.",0.7016,Likely True,0.2665,Likely False,-0.5222,Strong Negative (hypothesis contradicted),True,node_3_19,2,191.5,2026-02-22T03:27:14.398791+00:00,Compare the number of architectural controls per NIST Function.,"The experiment successfully loaded the dataset and merged the crosswalk matrix with the JSON evidence to analyze architectural control density. The analysis identified 9 functional categories, reflect",EXP_051_node_4_18
52,node_4_19,SUCCEEDED,"The 'Kill Chain' Gateway: In adversarial AI attacks, the presence of 'Evasion' tactics is significantly associated with the successful execution of 'Exfiltration' tactics, acting as a technical prerequisite.",0.4355,Maybe False,0.3132,Maybe False,-0.1468,Mild Negative (hypothesis weakened),False,node_3_2,2,456.8,2026-02-22T03:27:14.424309+00:00,Identify correlations between specific adversarial tactics in the ATLAS dataset.,"The experiment successfully analyzed the ATLAS dataset (n=52) after correcting the data parsing logic to handle pipe-delimited tactic strings. 

1.  **Hypothesis Test**: The analysis **failed to suppo",EXP_052_node_4_19
53,node_4_20,SUCCEEDED,Development Transparency Gap: Federal AI systems in the 'Implemented' or 'Operational' stage are significantly more likely to provide public 'AI Notice' (Control 59) compared to systems in 'Development' or 'Pilot' stages.,0.7823,Likely True,0.2665,Likely False,-0.6189,Strong Negative (hypothesis contradicted),True,node_3_18,2,328.1,2026-02-22T03:34:53.178696+00:00,Assess if operational maturity correlates with higher transparency (AI Notice compliance).,"The experiment successfully analyzed 1,753 federal AI systems from the EO 13960 inventory to test if operational maturity correlates with higher transparency (AI Notice). 

**Findings:**
- **Operation",EXP_053_node_4_20
54,node_4_21,SUCCEEDED,"Operational Complacency: AI systems currently in the 'Operation' stage are statistically less likely to have documented 'Real World Testing' compared to systems still in the 'Development' stage, reflecting a 'deploy-and-forget' governance gap.",0.7419,Likely True,0.2527,Likely False,-0.587,Strong Negative (hypothesis contradicted),True,node_3_10,3,228.6,2026-02-22T03:34:53.180098+00:00,Compare the rates of Real World Testing compliance between Operational and Developmental AI systems in the federal inventory.,The experiment successfully tested the 'Operational Complacency' hypothesis using the EO 13960 dataset. After robustly cleaning the data to handle verbose text descriptions in the '53_real_world_testi,EXP_054_node_4_21
55,node_5_1,SUCCEEDED,"Infrastructure as Control: AI systems hosted on 'Commercial Cloud' environments are significantly more likely to have robust 'Post-Deployment Monitoring' compared to 'On-Premise' systems, driven by available MLOps tooling.",0.7661,Likely True,0.75,Likely True,-0.0194,Neutral (no significant belief shift),False,node_4_9,1,320.2,2026-02-22T03:40:23.405561+00:00,Determine if hosting infrastructure predicts the presence of operational monitoring.,"The experiment successfully tested the relationship between agency mission and AI development method. Analyzing 920 records from the EO 13960 dataset, the study found a highly statistically significan",EXP_055_node_5_1
56,node_4_22,SUCCEEDED,"Autonomy Escalates Harm: In the AIID dataset, incidents involving 'High Autonomy' systems are significantly more likely to result in 'Physical' harm compared to 'Low Autonomy' systems, which primarily result in 'Financial' or 'Intangible' harm.",0.7177,Likely True,0.261,Likely False,-0.5481,Strong Negative (hypothesis contradicted),True,node_3_8,2,242.5,2026-02-22T03:40:23.408760+00:00,Verify if higher AI autonomy levels are associated with physical safety risks.,The experiment successfully tested the 'Autonomy Escalates Harm' hypothesis by mapping 'Autonomy Level' values (mapping 'Autonomy3' to High and 'Autonomy1/2' to Low) and text-mining incident descripti,EXP_056_node_4_22
57,node_4_23,SUCCEEDED,"Risk-Governance Decoupling: There is no statistically significant association between self-reported 'Impact Type' (High vs Low) and the completion of 'Impact Assessments' in the federal inventory, suggesting a failure to scale oversight with risk.",0.7903,Likely True,0.2692,Likely False,-0.6253,Strong Negative (hypothesis contradicted),True,node_3_12,2,248.3,2026-02-22T03:45:45.966450+00:00,Test if higher-risk AI use cases strictly correlate with higher compliance in completing Impact Assessments.,"The experiment was successfully executed and robustly handled the data cleaning requirements identified in previous iterations. By correctly mapping 'Neither' to Low Impact and 'Both' to High Impact, ",EXP_057_node_4_23
58,node_5_2,SUCCEEDED,The 'Commercial Opacity' Gap: Commercial (COTS) AI deployments in the federal government are statistically less likely to possess 'Data Documentation' and 'Code Access' controls compared to Custom-developed systems.,0.9758,Definitely True,0.5027,Uncertain,-0.5677,Strong Negative (hypothesis contradicted),True,node_4_11,2,379.9,2026-02-22T03:45:45.968218+00:00,Determine if sourcing method (Commercial vs. Custom) impacts transparency governance controls.,"The experiment was successfully executed. After correcting the data mapping logic to accurately identify 'Commercial' systems (n=353) versus 'Custom/Gov' systems (n=1,357) based on the specific text d",EXP_058_node_5_2
59,node_4_24,SUCCEEDED,"The 'Testing-Deployment' Decay: Operational AI systems (Stage: 'Operation and Maintenance') have significantly lower rates of documented 'Real World Testing' compared to systems in the 'Development' phase, suggesting that testing evidence is not maintained post-deployment.",0.75,Likely True,0.261,Likely False,-0.5868,Strong Negative (hypothesis contradicted),True,node_3_20,2,239.0,2026-02-22T03:52:08.097996+00:00,Determine if testing documentation is sustained throughout the AI lifecycle by comparing testing rates between developmental and operational systems.,"The experiment successfully tested the 'Testing-Deployment Decay' hypothesis using the EO 13960 dataset. The code correctly loaded the data, segmented the lifecycle stages into 'Development' (n=646) a",EXP_059_node_4_24
60,node_4_25,SUCCEEDED,"The Generative-Malice Link: Incidents involving 'Generative' AI technologies (e.g., LLMs, GANs) are significantly more likely to be caused by 'Intentional' actors compared to 'Discriminative' AI technologies, which are more prone to unintentional errors.",0.7419,Likely True,0.3516,Maybe False,-0.4683,Strong Negative (hypothesis contradicted),True,node_3_13,3,365.1,2026-02-22T03:52:08.100346+00:00,Investigate if Generative AI is disproportionately weaponized compared to traditional AI.,The experiment successfully tested the 'Generative-Malice Link' hypothesis using the AIID dataset. After parsing the text-based 'Intentional Harm' column (mapping descriptions starting with 'Yes' to I,EXP_060_node_4_25
61,node_4_26,SUCCEEDED,"Agency Culture Paradox: 'Defense and Security' agencies (e.g., DOD, DHS) prioritize 'System Security' controls (Authority to Operate) over 'Rights-Preserving' controls (Bias Mitigation), whereas 'Civilian/Social' agencies (e.g., HHS, Education) exhibit the reverse prioritization.",0.7258,Likely True,0.2473,Likely False,-0.5743,Strong Negative (hypothesis contradicted),True,node_3_3,2,232.2,2026-02-22T03:58:15.278545+00:00,Contrast the governance priorities of security-focused vs. social-focused agencies.,The experiment successfully tested the 'Agency Culture Paradox' hypothesis using the EO 13960 dataset. The code correctly identified the columns `40_has_ato` (Security) and `62_disparity_mitigation` (,EXP_061_node_4_26
62,node_5_3,SUCCEEDED,Agency Maturity Effect: 'Mature' federal agencies (defined as the top quartile by number of reported AI use cases) perform 'Independent Evaluations' of their systems at a significantly higher rate than 'Immature' agencies (bottom quartile).,0.3629,Maybe False,0.217,Likely False,-0.175,Mild Negative (hypothesis weakened),False,node_4_3,0,192.5,2026-02-22T03:58:15.279401+00:00,Test if organizational maturity (scale of AI adoption) drives better governance practices.,"The experiment successfully tested the 'Agency Maturity Effect' hypothesis using the EO 13960 dataset. The code correctly categorized agencies into 'Mature' (top quartile, >54 cases) and 'Nascent' (bo",EXP_062_node_5_3
